source,false_ind_smoothed
Americans for Prosperity Georgia chapter,0.373647786137378
Rachel Maddow,0.4806295464942917
Dan Stein,0.5089723573851558
Phil Burress,0.373647786137378
Jimmy Carter,0.4180222186107534
Tony Perkins,0.373647786137378
Luis Gutierrez,0.3291109834139506
Gabrielle Giffords,0.3291109834139506
Paul Begala,0.6135615834513801
Lynn Westmoreland,0.33022313872755077
Jim Sensenbrenner,0.5393548734120608
Joseph McNamara,0.5070612390825165
United Florida Horsemen,0.373647786137378
Debbie Wasserman Schultz,0.37107462098833766
Sarah Ponder,0.373647786137378
David A. Clarke Jr.,0.5058212984939561
Edward Lindsey,0.3291109834139506
Todd Young,0.5089723573851558
National Republican Senatorial Committee,0.5768185423176405
Bill Maher,0.5545064550353569
Joe Manchin,0.29406055034478956
E.W. Jackson,0.3291109834139506
Raymond Gallison,0.373647786137378
Jason Conger,0.5089723573851558
Gene Green,0.373647786137378
Patriot Majority USA,0.5675002065046645
Richard Durbin,0.45825673861108385
Tony Evers,0.373647786137378
Jeff Sessions,0.45825673861108385
Jerry Patterson,0.35558257312500013
Kris Jordan,0.29406055034478956
Lauren Benedict,0.5089723573851558
Tim Ryan,0.2443931603082879
Portland Public Schools,0.2657573057625379
Stephen Nodine,0.373647786137378
Pete Gallego,0.4483055949593076
Jodie Laubenberg,0.4483055949593076
Robin Vos,0.5457077408457598
Ron Hood,0.5089723573851558
Andre Jacque,0.5089723573851558
Ron Shipman,0.373647786137378
Lena Taylor,0.6135615834513801
Stephen Sweeney,0.37435070772606066
John Loughlin,0.5936203783771586
Amalgamated Transit Union,0.373647786137378
Barbara Lee,0.373647786137378
Michael McCaul,0.33022313872755077
Dana Rohrabacher,0.5089723573851558
Joe Biden,0.33281536015081586
Chris Larson,0.6507561714596298
Mike  Rogers,0.4483055949593076
John Nygren,0.373647786137378
Bill Nelson,0.21033948564714663
Sherrod Brown,0.26106490297673624
Saxby Chambliss,0.3093719340171743
Johnny Isakson,0.3888017584721846
Peter Roskam,0.373647786137378
Barry Bone,0.373647786137378
Morgan Griffith,0.6264203296931686
Angela Bean,0.5089723573851558
Harold Metts,0.4483055949593076
Kitty Rhoades,0.5089723573851558
Oregon Republican Party,0.5675002065046645
Jim Bridenstine,0.5089723573851558
Don Gaetz,0.3620070221868109
Bernard Jackvony,0.5675002065046645
Mark Udall,0.373647786137378
Doug Miller,0.5089723573851558
Christine Whitman,0.3291109834139506
Earl Blumenauer,0.4005608947136531
Wisconsin Institute for Law & Liberty,0.373647786137378
Dave Joyce,0.3291109834139506
Progress Texas,0.5936203783771586
Rush Limbaugh,0.7166045430111562
Kirsten Gillibrand,0.29406055034478956
Jason Carter,0.373647786137378
Stephen Martin,0.5675002065046645
Bob Gibbs,0.3620070221868109
John Lewis,0.3620070221868109
13th District GOP slate,0.373647786137378
Abel Collins,0.373647786137378
Tim Griffin,0.373647786137378
Michael Sullivan,0.33022313872755077
Tom Letson,0.5089723573851558
Bernie Sanders,0.41252416694178956
Jim McDermott,0.4483055949593076
Republican Governors Association,0.40027161926308996
Gina Raimondo,0.33022313872755077
Chuck Grassley,0.3620070221868109
Keith Faber,0.2657573057625379
Harry Alford,0.5089723573851558
Derek Ryan,0.373647786137378
Democratic National Committee,0.3323323624560079
Carlos Curbelo,0.373647786137378
Ed FitzGerald,0.45825673861108385
Mike Tate,0.4005608947136531
Dale Kooyenga,0.373647786137378
Frank Caprio,0.2657573057625379
Alan Grayson,0.319869946451653
Oregon PTA,0.373647786137378
Peter Nightingale,0.373647786137378
Charlie Smith,0.373647786137378
Veronica Escobar,0.373647786137378
Mark Pocan,0.5545064550353569
Steve King,0.5675002065046645
Bryan Long,0.373647786137378
Mark Warner,0.2443931603082879
Norcross City Council,0.373647786137378
Meals on Wheels of Rhode Island,0.5089723573851558
Sander Levin,0.373647786137378
Greg Walden,0.5058212984939561
Bill Ratliff,0.5089723573851558
Nathan Deal,0.3323323624560079
Bill Hammond,0.4005608947136531
Carolyn Tomei,0.373647786137378
Marylanders to Prevent Gun Violence Education Fund,0.5089723573851558
AFL-CIO of New Jersey,0.373647786137378
Lynne Derbyshire,0.373647786137378
Xavier Becerra,0.3291109834139506
Ron Maag,0.5675002065046645
Randy Forbes,0.2443931603082879
Leah Vukmir,0.5070612390825165
Tim Echols,0.373647786137378
Robert Deuell,0.373647786137378
John Eaves,0.3291109834139506
Tom Barrett,0.46591056085766147
Family Forward Oregon,0.373647786137378
Tavern League of Wisconsin,0.373647786137378
Tom Price,0.3515100178216228
John DePetro,0.6135615834513801
Ken Lanci,0.373647786137378
Nancy  Pelosi,0.37905104189235783
One New Jersey,0.29406055034478956
Jeff Wagner,0.373647786137378
Lee Leffingwell,0.26137712539180097
Marcy Kaptur,0.2335069558115319
Reclaim America PAC,0.373647786137378
Jason Chaffetz,0.5089723573851558
Georgia Lottery,0.3291109834139506
Jay Carney,0.5457077408457598
Kathy Castor,0.3291109834139506
Ron Meyer,0.373647786137378
Mike Foley,0.3291109834139506
Cokie Roberts,0.3291109834139506
Joee Lindbeck,0.373647786137378
Peter  Palumbo,0.5457077408457598
Portland Association of Teachers,0.5089723573851558
Greg Abbott,0.3888017584721846
Fred Clark,0.4005608947136531
Jack Reed,0.2657573057625379
Tom Coburn,0.43026717445225005
Bill Richardson,0.3486976886266228
Ken Tanner,0.373647786137378
Kevin Reilly,0.3291109834139506
Jim Marston,0.373647786137378
Zell Miller,0.4483055949593076
Fix Austin Schools,0.373647786137378
Martina Navratilova,0.373647786137378
Chris Clark,0.5089723573851558
Allison Tant,0.5089723573851558
George Lavender,0.373647786137378
Chris Redfern,0.191882688386736
Joe Sanfelippo,0.373647786137378
Ed Doyle,0.5089723573851558
League of Women Voters of the Austin Area,0.3291109834139506
Broward Democratic Executive Committee,0.5089723573851558
Lindsey Graham,0.3035699743035331
Dustin  Inman Society,0.5089723573851558
Wayne Smith,0.5089723573851558
Leonard Lance,0.2228573854561242
Oregon Health Authority,0.5089723573851558
Friends of Miami First,0.373647786137378
Jack Ohman,0.5089723573851558
Marina Dimitrijevic,0.4005608947136531
Renee Unterman,0.3291109834139506
Bob Goodlatte,0.2657573057625379
Ted Poe,0.5070612390825165
John McCain,0.44017019910030086
Tom Graves,0.3035699743035331
Bee Moorhead,0.373647786137378
Rob Woodall,0.29406055034478956
Ohio Oil and Gas Association,0.5089723573851558
Texas State Employees Union,0.373647786137378
Susan B. Anthony List,0.5675002065046645
Mark Johnson,0.5089723573851558
Tom Cotton,0.5089723573851558
Adam Schefter,0.373647786137378
Charles Van Zant,0.5089723573851558
Texas Association of School Boards,0.373647786137378
Marcia Fudge,0.2443931603082879
Randi Weingarten,0.4483055949593076
Christopher L. Smith,0.29406055034478956
Peter King,0.373647786137378
Vincent Fort,0.4180222186107534
Linda Finn,0.3291109834139506
Carlos Gimenez,0.5089723573851558
Dianne Feinstein,0.3620070221868109
Georgia Department of Transportation,0.5675002065046645
John Barrow,0.3291109834139506
Dwight Jones,0.4483055949593076
Ohio Public Defender's Office,0.373647786137378
Michael Chippendale,0.5070612390825165
Clean Water Portland,0.5089723573851558
Associated Industries of Florida,0.5089723573851558
David Furhman,0.373647786137378
National Rifle Association,0.5549934111724915
John Duncan,0.5675002065046645
Lenny Curry,0.4649951519983509
MacIver Institute,0.45825673861108385
Nelson Wolff,0.5089723573851558
The Tax Foundation,0.3291109834139506
Arizona Citizens Defense League,0.4483055949593076
Americans United for Life,0.5089723573851558
Mike Villarreal,0.3035699743035331
American Bird Conservancy,0.373647786137378
Nancy Nathanson,0.373647786137378
Virginia Society for Human Life,0.5089723573851558
George Will,0.33181881671463015
NARAL Pro-Choice Virginia,0.4483055949593076
Ban the Box RI,0.373647786137378
Eva Marie Mancuso,0.373647786137378
Melvin Sickler,0.5089723573851558
Cathy McMorris Rodgers,0.373647786137378
Joe Negron,0.3291109834139506
Elizabeth Colbert Busch,0.373647786137378
Caddy McKeown,0.373647786137378
Lon Burnam,0.5089723573851558
Michele Walsh,0.373647786137378
New Hampshire Democratic Party,0.37435070772606066
Dick Cheney,0.38428256315094195
Brian Anderson,0.373647786137378
Frederica Wilson,0.3620070221868109
Sondy Pope,0.4483055949593076
Dannel Malloy,0.3291109834139506
Rahm Emanuel,0.4180222186107534
Paul Broun,0.5549934111724915
John Kasich,0.31497137922903257
Nadine Smith,0.373647786137378
B. Heath Mitchell,0.373647786137378
Bobby  Scott,0.3308715623968659
Jim Taricani,0.373647786137378
Jeff Tittel,0.5070612390825165
Susan Yoshihara,0.5089723573851558
Ron Wyden,0.2808979717977502
Marion Hammer,0.4483055949593076
Fred Thompson,0.3806404928855785
Kirk Watson,0.2657573057625379
Bishop Thomas Tobin,0.5089723573851558
Progress Ohio,0.3291109834139506
Matt Mackowiak,0.4483055949593076
Bill Seitz,0.3291109834139506
Joe Barton,0.5545064550353569
William Perry,0.3291109834139506
Pete Snyder,0.373647786137378
Deborah Gist,0.373647786137378
Dennis Richardson,0.45825673861108385
Patience  Roggensack,0.3291109834139506
Cleta Winslow,0.373647786137378
Charles Cooper,0.373647786137378
Jim Jordan,0.191882688386736
Scott Henson,0.373647786137378
Carlos Trujillo,0.5089723573851558
Sal Albanese,0.5089723573851558
Physicians Committee for Responsible Medicine,0.373647786137378
Steve LaTourette,0.24242405884434814
Wayne LaPierre,0.4698604364069958
James Bell,0.5089723573851558
Liberals Are Cool,0.5089723573851558
Larry Valencia,0.373647786137378
Bruce Hanna,0.5675002065046645
Kelly  Ayotte,0.4649951519983509
Battleground Texas,0.373647786137378
Evan Goyke,0.373647786137378
Jeff Mullis,0.373647786137378
Drew Springer,0.5089723573851558
Jim Moran,0.3515100178216228
Gene McIntyre,0.373647786137378
Frank Keating,0.5089723573851558
Doug Holder,0.5089723573851558
National Association for Gun Rights,0.5089723573851558
Julian Bond,0.5089723573851558
Gary Kelly,0.373647786137378
SEIU,0.4005608947136531
Joseph Levy,0.5089723573851558
Joshua Miller,0.373647786137378
Robert Kando,0.373647786137378
Jamie Radtke,0.3308715623968659
JoEllen Smith,0.373647786137378
Jim Renacci,0.5498513509413271
Ron Book,0.5089723573851558
Virginia Foxx,0.4483055949593076
Bob Bennett,0.373647786137378
Ed  Fallone,0.4483055949593076
Donzella James,0.5089723573851558
Nan Orrock,0.4483055949593076
Jackie Dingfelder,0.373647786137378
Edward  Flynn,0.3291109834139506
David Ralston,0.3291109834139506
Vicki McKenna,0.373647786137378
Christopher Blazejewski,0.4005608947136531
Dan Ramos,0.4005608947136531
James Florio,0.3291109834139506
Al Cardenas,0.5089723573851558
Garnet Coleman,0.4005608947136531
Council for the National Interest,0.373647786137378
John Roberts,0.373647786137378
Jeffrey Loria,0.373647786137378
Paul  Howard,0.373647786137378
Carol Shea-Porter,0.4483055949593076
Carolyn Medeiros,0.4483055949593076
Diane McKeel,0.373647786137378
Trey Martinez Fischer,0.373647786137378
Ami Bera,0.5089723573851558
Arne Duncan,0.4649951519983509
Duriya Farooqui,0.373647786137378
Nancy Denuccio,0.373647786137378
Kevin McCarthy,0.5675002065046645
Joseph Testa,0.373647786137378
Raymond LaHood,0.4005608947136531
Mallard Fillmore,0.373647786137378
My City Bikes,0.5089723573851558
Gary Sasse,0.3291109834139506
Tim Knopp,0.3291109834139506
Ohio Republican Party,0.43026717445225005
Florida Conference of Catholic Bishops,0.5089723573851558
Kenneth Block,0.29406055034478956
Sarah Eckhardt,0.373647786137378
Bill Jackson,0.5089723573851558
Jon Bramnick,0.4483055949593076
Josh Mandel,0.5018735002143706
David Cote,0.373647786137378
David Plouffe,0.4005608947136531
Bob Stacey,0.5675002065046645
Steny Hoyer,0.26137712539180097
Pete Winstead,0.5089723573851558
Donald Rumsfeld,0.373647786137378
Grover Norquist,0.5545064550353569
Cory Booker,0.3160933369568942
Brian Patrick Kennedy,0.5089723573851558
Peter Courtney,0.373647786137378
Edith Ajello,0.4483055949593076
Wisconsin Manufacturers and Commerce,0.4180222186107534
Sacramento Bee Editorial Board,0.3035699743035331
John Wisniewski,0.4698604364069958
Leah Ward Sears,0.373647786137378
Donna Howard,0.3620070221868109
EmpowerED Georgia,0.373647786137378
Tammy Baldwin,0.5851730873919724
Markel Hutchins,0.373647786137378
Richard Saslaw,0.6135615834513801
Chris Matthews,0.4005608947136531
Zoe Lofgren,0.373647786137378
Bob McDonnell,0.40013370520437086
Joyce Beatty,0.373647786137378
Dan Becker,0.5089723573851558
Janet Freedman,0.373647786137378
Leon Young,0.5089723573851558
TriMet,0.4005608947136531
Mayors Against Illegal Guns,0.373647786137378
Patrick Kennedy,0.4005608947136531
Central Falls Police Department,0.5089723573851558
Texas Federation of Republican Women,0.5089723573851558
Stephen King,0.373647786137378
Rodney Frelinghuysen,0.4005608947136531
Thomas Lindsay,0.373647786137378
Americans for a Strong Defense,0.5089723573851558
Steve Henson,0.373647786137378
Charlotte Lehan,0.4483055949593076
Michelle Rehwinkel Vasilinda,0.373647786137378
Internet commenters,0.5089723573851558
J.D. Van Brink,0.373647786137378
National Organization for Marriage,0.5675002065046645
Gayle Atteberry,0.5089723573851558
Mike Ryan,0.373647786137378
Sean Hannity,0.3308715623968659
Maggie Hassan,0.3291109834139506
Lloyd  Doggett,0.22948171958128916
Coalition to Stop Gun Violence,0.5089723573851558
Ron DeSantis,0.373647786137378
Chris Abele,0.4735383160619564
Ted Strickland,0.40027161926308996
Jackie Speier,0.373647786137378
Jennette Gayer,0.3291109834139506
Christopher Plante,0.4483055949593076
Mike Polensek,0.3291109834139506
Pink Slip Rick,0.4483055949593076
Hank Johnson,0.3515100178216228
John  Kitzhaber,0.22948171958128916
David Toscano,0.373647786137378
Protect Families First,0.5089723573851558
Mark Shields,0.373647786137378
William G. Batchelder,0.4698604364069958
College presidents,0.373647786137378
Tom Niehaus,0.4483055949593076
Club for Growth,0.5307946468340518
Phil Gingrey,0.5613182583815272
Providence City Council,0.5089723573851558
Vince Megna,0.5089723573851558
Bill Pascrell,0.3312962585024038
Dawson Hodgson,0.5089723573851558
BikePortland.org,0.373647786137378
Ileana Ros-Lehtinen,0.3291109834139506
James Bennett,0.5675002065046645
Pardeep Kaleka,0.373647786137378
Emergency Committee for Israel,0.5675002065046645
Texas Medical Association,0.373647786137378
Amy Kremer,0.4483055949593076
Patrick Wales,0.373647786137378
Environment New Jersey,0.5089723573851558
Sam Adams,0.3628449397537808
Lois Kolkhorst,0.4483055949593076
American International Group,0.373647786137378
Don Pridemore,0.373647786137378
Terry  Russell,0.373647786137378
Deepwater Wind,0.373647786137378
Ginny Burdick,0.373647786137378
Jimmy Barrett,0.373647786137378
Larry Kilgore,0.5089723573851558
The Campaign to Fix the Debt,0.5089723573851558
Kay Bailey Hutchison,0.37457278630313307
Dan  Saltzman,0.373647786137378
Texas secession petition,0.373647786137378
Thomas Ratliff,0.373647786137378
ACLU Foundation of Georgia,0.373647786137378
Lou Greenwald,0.40036599940193085
Sherry Sylvester,0.373647786137378
Dennis Kucinich,0.22248117376575785
Pew Environment Group,0.5089723573851558
Robert Singer,0.5089723573851558
Juan Hernández,0.373647786137378
One Wisconsin Now,0.35558257312500013
Libertarian Party of Georgia,0.4483055949593076
Our Oregon,0.3620070221868109
Jeanne Shaheen,0.45825673861108385
Frank Lautenberg,0.3308715623968659
Ken Detzner,0.373647786137378
Mike DeWine,0.3308715623968659
Alex Wan,0.373647786137378
Todd Hunter,0.5089723573851558
Michael Doherty,0.4698604364069958
Anne Goodman,0.373647786137378
Mark S. Zaccaria,0.5545064550353569
Dan Micciche,0.373647786137378
Sandy Pasch,0.4005608947136531
Broward Republican Executive Committee,0.373647786137378
Association of Mature American Citizens,0.5089723573851558
Texas Values,0.5089723573851558
Pam Bondi,0.5049517757795
National Association of Realtors,0.373647786137378
Raymond Bateman,0.4483055949593076
Jobs Ohio,0.373647786137378
Michael Cannon,0.5089723573851558
Steve Acenbrak,0.373647786137378
"Joseph ""Joe"" Deshotel",0.5089723573851558
Emma Darnell,0.5089723573851558
Jon Erpenbach,0.5675002065046645
Steve Cohen,0.3620070221868109
Paul Levesque,0.373647786137378
Ann McLane Kuster,0.5058212984939561
Tom Craddick,0.373647786137378
Health First Wisconsin,0.5089723573851558
Big Gamble NJ,0.373647786137378
We the People petition,0.5089723573851558
Freedom From Religion Foundation,0.373647786137378
County Line,0.373647786137378
Lamar Alexander,0.43026717445225005
Libraries Yes! Committee,0.29406055034478956
Terral Smith,0.373647786137378
John Charles,0.3291109834139506
Mike White,0.5089723573851558
Caroline Casagrande,0.3291109834139506
Clayton County Government,0.5089723573851558
Brian Robinson,0.45825673861108385
Jason Isaac,0.5545064550353569
Rebecca Kleefisch,0.43932948143494704
Bill Haslam,0.4005608947136531
Charlie Crist,0.3670439092532222
Priorities USA Action,0.4698604364069958
Larry Sabato,0.3291109834139506
Stand For Children Tennessee,0.373647786137378
People's Majority,0.5089723573851558
Progressive Change Campaign Committee,0.45825673861108385
Michael Moore,0.45184554989955716
Mitt Romney,0.420375376300984
Planned Parenthood Action Fund,0.5089723573851558
Betty Sutton,0.40036599940193085
Connie Mack,0.47872951760160953
Majority PAC,0.4483055949593076
Taxpayer Association of Oregon,0.4005608947136531
Tere McCann,0.5089723573851558
Voters First Ohio,0.5089723573851558
Barry Hinckley,0.5038127584117463
Democratic Party of Oregon,0.45825673861108385
Adam Putnam,0.35558257312500013
House Majority PAC,0.5089723573851558
C.W. Bill Young,0.5070612390825165
Jessica Ehrlich,0.373647786137378
Clint Eastwood,0.373647786137378
Tommy Thompson,0.6173525708974318
Tim Kaine,0.24684963924864875
Tom  Kean Jr.,0.5070612390825165
George Flinn,0.5675002065046645
Keep Austin Healthy PAC,0.373647786137378
Bill Bradbury,0.5089723573851558
Let Freedom Ring,0.45825673861108385
Gonzalo Barrientos,0.373647786137378
Adam Hasner,0.3132808846023693
Jesse Ventura,0.373647786137378
Diane Hurley,0.373647786137378
Workers' Voice,0.6507561714596298
Joseph Kyrillos,0.5613182583815272
Democratic Congressional Campaign Committee,0.7336025428623922
Promote Oregon Leadership PAC (Oregon House Republicans),0.45825673861108385
Shirley Anderson,0.5089723573851558
Glenn Grothman,0.5545064550353569
Paul Hirschbiel,0.5089723573851558
Charles Bass,0.6814194582603613
Greater Wisconsin Committee,0.4698604364069958
George Allen,0.42486185629535067
Tennessee Republican Party,0.6135615834513801
Creative Advocacy Network,0.3291109834139506
Planned Parenthood,0.38428256315094195
Linda McMahon,0.5089723573851558
Rob Moshein,0.373647786137378
Gerald Daugherty,0.5089723573851558
Oregon Senate Republicans (The Leadership Fund),0.4483055949593076
Shelley Adler,0.6135615834513801
Crossroads GPS,0.5642199899539316
Brendan Doherty,0.40036599940193085
Rob Zerban,0.5675002065046645
Patrick Murphy,0.3291109834139506
Lois Frankel,0.5675002065046645
Mary Nolan,0.24242405884434814
Senior Citizens League,0.5675002065046645
Marsha Blackburn,0.5936203783771586
Phil Roe,0.5089723573851558
Coalition to Bring Jobs to R.I.,0.5089723573851558
John G. Morgan,0.373647786137378
Carl  Hosticka,0.5089723573851558
Ovide Lamontagne,0.3291109834139506
Karen Huber,0.373647786137378
National Education Association,0.373647786137378
Raymond Frank,0.373647786137378
Jon Husted,0.4649951519983509
Future PAC (Oregon House Democrats),0.6507561714596298
American Crossroads,0.5851730873919724
Bill Powers,0.5089723573851558
Steven Teske,0.373647786137378
Amanda  Fritz,0.45825673861108385
American Future Fund,0.6135615834513801
Wayne Powell,0.6135615834513801
Joe Straus,0.29406055034478956
Dan Sebring,0.373647786137378
Jim Kyle,0.5089723573851558
Michael Riley,0.5545064550353569
Andy Berke,0.373647786137378
Laurie Monnes Anderson,0.4483055949593076
Kurt Schrader,0.33022313872755077
Frank Guinta,0.5070612390825165
Stefani Carter,0.3291109834139506
Paul Sadler,0.35558257312500013
Ann Coulter,0.5049517757795
Michael Julian Bond,0.373647786137378
Americans For Tax Reform,0.5457077408457598
U.S. Chamber of Commerce,0.6258630546756561
National Women's Law Center,0.373647786137378
"Our Portland, Our Schools",0.373647786137378
YG Action Fund,0.373647786137378
Val Demings,0.5089723573851558
Bill Clinton,0.30860281044061105
Bob Corker,0.2657573057625379
Eugene McKenna,0.3291109834139506
Yes on 82 and 83 campaign,0.373647786137378
Government is Not God PAC,0.7071329185405776
Jennifer Beck,0.5070612390825165
Stacey Campfield,0.5070612390825165
AFSCME,0.43026717445225005
Joaquin Castro,0.4483055949593076
Yes on 79,0.4483055949593076
John Sharp,0.373647786137378
Secure America Now,0.4483055949593076
John Burzichelli,0.5675002065046645
Republican Jewish Coalition,0.3291109834139506
Rob Andrews,0.5089723573851558
It's Still a Bad Idea,0.4483055949593076
Chris Devaney,0.373647786137378
Restore Our Future,0.40036599940193085
Democratic Senatorial Campaign Committee,0.4483055949593076
William O'Brien,0.5070612390825165
Gary Johnson,0.3308715623968659
Jon Runyan,0.6507561714596298
NAACP,0.373647786137378
Education Action Group,0.5089723573851558
Menendez Facts,0.5089723573851558
Scott DesJarlais,0.4483055949593076
Yes on 84,0.5089723573851558
Paul Summers,0.373647786137378
Jennifer Granholm,0.29406055034478956
Bill Kennemer,0.373647786137378
John Kerry,0.4649951519983509
Mark Strama,0.5089723573851558
Reid Ribble,0.5675002065046645
American Civil Liberties Union,0.5089723573851558
Kal Penn,0.373647786137378
Herb Garrett,0.373647786137378
Julián Castro,0.2062133704705003
Upendra Chivukula,0.4483055949593076
Mike Berlon,0.5089723573851558
CNSNews,0.5089723573851558
Tennessee Democratic Party,0.38428256315094195
Anthony Gemma,0.5058212984939561
James Clyburn,0.5675002065046645
Bob King,0.373647786137378
George LeMieux,0.33181881671463015
Choose: New Jersey,0.373647786137378
Kamala Harris,0.373647786137378
Diana DeGette,0.3291109834139506
Jack Markell,0.5089723573851558
Martin O'Malley,0.3035699743035331
Deval Patrick,0.3291109834139506
Hank Williams Jr.,0.5089723573851558
Sam Olens,0.33022313872755077
Bob Buckhorn,0.4005608947136531
Callista Gingrich,0.5089723573851558
Clackamas County Commission,0.5089723573851558
Rick Santorum,0.5287978091269255
Nikki Haley,0.373647786137378
John Thune,0.5089723573851558
Stephanie Cutter,0.5070612390825165
Sher Valenzuela,0.373647786137378
Ted Lyon,0.5089723573851558
Florida Wildlife Federation,0.373647786137378
Artur Davis,0.5089723573851558
Teresa Fedor,0.4483055949593076
Reince Priebus,0.5549934111724915
Lamar Smith,0.5043082551438335
billhislam.com,0.5089723573851558
Special Operations OPSEC Education Fund,0.5070612390825165
Billboard,0.5089723573851558
Sonji Jacobs,0.373647786137378
Nick Fish,0.373647786137378
Friends of Democracy,0.5089723573851558
Bruce Elfant,0.373647786137378
Clayton County Schools,0.373647786137378
Gregory J. Costantino,0.373647786137378
John Carter,0.6264203296931686
Martavius Jones,0.373647786137378
Marty Beil,0.5089723573851558
Ultraviolet,0.373647786137378
Bill Zedler,0.373647786137378
Kate Brown,0.4483055949593076
Kinky Friedman,0.5070612390825165
Austinites for Geographic Representation,0.373647786137378
